Country Name,Series Name,1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Cyprus,"School enrollment, secondary (gross), gender parity index (GPI)",0.95415,0.95699,0.97318,0.98822,1.00951,1.01599,1.0342,1.0521,1.05129,1.04745,1.04079,1.05338,1.04849,1.04057,1.02938,1.03191,1.03863,1.02193,1.01438,1.012,1.02216,1.02403,..,1.03109,1.02259,1.00957,1.02156,1.01694,1.02743,1.01907,1.01705,1.01844,1.01114,1.01316,1.0119,1.01495,1.01833,1.00427,1.00077,0.99277,0.9863,0.9844,..,..
Cyprus,"Hospital beds (per 1,000 people)",..,..,..,..,5.652999878,5.720099926,..,..,..,..,..,..,..,5.086400032,..,..,..,..,..,..,..,..,..,..,4.5,4.4,4.4,4.3,4.2,3.8,3.8,3.8,3.8,3.7,3.5,3.5,3.5,3.4,..,..,..,..,..,..
Cyprus,"Physicians (per 1,000 people)",..,..,..,..,..,0.973,..,..,..,..,..,..,..,..,1.5627,1.6154,1.7087,1.7599,1.8253,1.8787,1.8834,1.8907,1.8939,2.119,1.9082,1.915,1.8782,1.8619,1.9121,1.8965,1.8374,2.0147,2.0507,2.1064,2.1562,2.2484,2.296,2.4076,2.4993,2.6236,1.9509,..,..,..
Cyprus,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,9,10,9,9,12,9,8,9,8,8,8,7,6,8,7,6,6,..,..
Cyprus,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.204070002,0.2192,0.228180006,0.238519996,0.281509995,0.320589989,0.338690013,0.370550007,0.387410015,0.404309988,0.390890002,0.450459987,0.452179998,0.456120014,0.429250002,0.462660015,0.47240001,..,..,..,..,..
Denmark,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1588.050363,2368.158961,3064.433401,3458.456843,4349.802205,6004.944503,24041.33373,43757.82743,123154.4405,277133.6791
Denmark,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.097277268,0.194056515,0.386913951,0.578329976,1.34430775,3.82565642,5.714987841,11.38200494,22.66874615,30.59204065,39.17243086,42.95752472,64.25,76.26,80.93,82.74,86.65,85.03,85.02,86.84,88.72,89.81001339,92.26001172,94.6297,95.99,96.3305,96.96778525,97.09936216,97.31920437,..
Denmark,"Government expenditure on education, total (% of GDP)",..,5.67212,5.75347,5.58649,5.91093,..,..,..,..,..,5.83825,6.07808,6.33533,5.83814,..,5.59676,..,7.77282,7.47106,7.47104,7.88494,..,8.10675,7.93116,8.08434,8.21545,8.21303,8.12193,8.20763,8.08557,7.72991,7.6156,7.47605,8.44888,8.55955,8.48486,7.23782,8.49443,7.63485,..,..,..,..,..
Denmark,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.02341,68.13513,69.89021,70.39233,68.72999,65.17744,63.13862,61.04723,58.7085,56.13238,53.99147,51.81747,49.85887,50.09749,47.8956,..
Denmark,"Life expectancy at birth, total (years)",73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.7,80.70243902,80.85365854,81.10243902,80.95365854,..
Denmark,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.254401169,4.441904554,8.399659693,13.33401275,18.83470322,24.78658916,31.87409699,34.80015525,36.48199102,36.6009227,38.02817865,38.38895657,38.84481696,40.3040539,41.34318445,42.27616351,43.09670097,43.82182359,44.05932693,..
Denmark,Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0.140533077,0.314477264,0.598116753,0.901404177,1.126253432,1.513148497,1.981067229,2.412929616,2.883032183,3.413116199,4.081153984,6.888976566,9.661633662,15.71394063,25.05474932,27.36064934,36.4332626,49.39302195,62.97378451,73.91039895,83.34111016,88.4931932,95.63465791,100.5072946,107.050897,115.3215924,119.2672102,123.6555052,115.5890246,128.4831321,129.9747296,124.7068318,126.4121686,124.4441651,122.300966,124.4344914,125.118956,..
Denmark,"School enrollment, secondary (gross), gender parity index (GPI)",..,..,0.95447,0.95141,0.97404,0.9909,0.99617,0.98818,0.99232,0.99247,1.00277,1.00306,1.00795,1.00893,1.02227,1.01395,1.01756,1.02626,1.02825,1.02823,1.0267,..,1.03925,1.04994,1.04095,1.04735,1.04905,1.05519,1.04944,1.03778,1.03483,1.03195,1.02897,1.01972,1.00895,1.01667,1.01346,1.02708,1.04287,1.04752,1.02948,1.01091,..,..
Denmark,"Hospital beds (per 1,000 people)",8.600000381,8.399999619,8.5,8.199999809,8.100000381,7.800000191,7.699999809,7.400000095,7.099999905,7,6.900000095,6.199999809,6,5.800000191,5.599999905,5.400000095,5.099999905,5,5,4.900000095,4.699999809,4.599999905,4.5,4.300000191,4.3,4.2,4.3,4.1,4,3.9,3.8,3.7,3.6,3.5,3.5,3.1,..,3.1,..,2.5,..,..,..,..
Denmark,"Physicians (per 1,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4952,2.4309,2.5974,2.6141,2.6406,2.6827,2.7036,2.78,2.8571,2.8829,2.9119,2.9333,3.0383,3.083,3.2276,3.3333,3.4192,3.4527,3.5768,3.6488,3.7211,3.7808,3.8243,3.8335,3.8632,3.9257,4.0099,..,..,..
Denmark,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,8,8,7,7,6,6,6,6,6,5,5,5,4,4,4,4,4,..,..
Denmark,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.806679964,1.88914001,2.006180048,2.127640009,..,2.324660063,2.441450119,2.510849953,2.420419931,2.392529964,2.402359962,2.514810085,2.779510021,3.069279909,2.936969995,2.966259956,3.026319981,3.084939957,3.084929943,..,..,..,..,..
Ecuador,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5921498,13.84161765,23.97554314,30.68602883,41.68798605,81.35938643,120.5497627,209.9448442,265.6231077,313.5781046
Ecuador,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0.005118035,0.016400751,0.034833586,0.043833641,0.086161276,0.110217959,0.125272771,0.823371634,1.462188536,2.670443674,4.260796915,4.460228345,4.834442638,5.994255161,7.2,10.8,18.8,24.6,29.03,31.36680836,35.13514645,40.27912194,45.59039067,48.94043379,54.06292473,57.27224368,..,..
Ecuador,"Government expenditure on education, total (% of GDP)",..,2.41884,..,..,..,..,..,..,4.20342,5.23335,6.87238,..,..,..,..,..,..,..,..,1.99764,..,..,2.19537,1.54734,1.15093,..,..,..,..,..,..,..,..,4.34242,4.50743,4.72689,4.64307,5.00464,5.26099,4.9987,..,..,..,..
Ecuador,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,83.55269,..,..,..,..,..,..,..,88.29876,..,..,..,..,..,..,..,..,..,..,90.98403,..,..,..,..,..,92.09679,92.39005,92.24976,91.85404,91.5869,92.06473,93.29463,94.22264,94.45566,94.35023,92.82979,..,..
Ecuador,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.135402,8.005159,13.522,34.61236,33.94005,42.98857,44.47013,26.12863,27.46621,29.0275,32.16864,33.58705,34.0183,33.22486,34.59998,..
Ecuador,"Life expectancy at birth, total (years)",61.298,61.834,62.382,62.942,63.512,64.089,64.669,65.246,65.814,66.371,66.911,67.436,67.943,68.431,68.899,69.347,69.777,70.189,70.587,70.972,71.348,71.716,72.075,72.425,72.761,73.078,73.371,73.641,73.887,74.112,74.319,74.514,74.705,74.895,75.089,75.289,75.495,75.707,75.923,76.143,76.365,76.584,76.8,..
Ecuador,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.020310241,0.049446626,0.051728995,0.085463875,0.193738583,0.327183609,0.69946911,1.073203089,1.632774313,1.474373959,4.322540109,5.452361982,6.738530969,8.272569183,9.175858406,8.861838095,10.03125879,11.43506241,..
Ecuador,Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168807979,0.474718739,0.510793055,1.058490634,1.990515352,3.079741668,3.802604864,6.652529252,11.87556706,17.93731308,26.06702604,45.17865705,60.35150615,69.52706865,80.38448544,89.62622164,98.46522414,100.5827321,106.350217,105.8489672,104.0991948,79.84070461,84.18035505,87.28679711,92.32327021,..
Ecuador,"School enrollment, secondary (gross), gender parity index (GPI)",0.93176,0.93282,0.93786,1.02662,0.9896,1.00053,1.00161,1.03836,1.03305,1.02198,1.03818,1.03824,1.04146,..,..,..,..,1.01978,..,..,1.04835,..,1.04656,1.03187,1.02193,1.02569,1.01149,1.02139,1.00643,1.01449,1.01913,1.0161,..,1.05478,1.04675,1.04765,1.05191,1.0457,1.04407,1.04126,1.03331,1.02815,1.02759,..
Ecuador,"Hospital beds (per 1,000 people)",..,..,..,..,1.907199979,..,..,..,..,..,..,..,..,..,1.644099951,..,..,1.600000024,..,..,1.549999952,..,..,..,..,..,1.5,1.7,..,..,..,1.5,1.5,1.6,1.6,1.6,1.5,1.5,..,..,..,..,..,..
Ecuador,"Physicians (per 1,000 people)",..,0.637,..,..,..,..,..,..,..,..,..,..,..,..,0.9564,1.1654,1.1994,1.1083,1.2733,1.2458,1.3149,1.3275,1.313,1.3724,1.4459,1.5439,1.5667,1.4974,..,..,..,..,..,1.5983,2.1111,1.6582,..,..,..,2.0648,2.0368,..,..,..
Ecuador,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,122,117,110,100,94,94,90,85,82,80,78,76,71,67,65,63,61,59,..,..
Ecuador,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.07406,0.062629998,0.065169998,..,..,0.0515,0.055339999,0.057349999,..,..,0.128629997,0.131940007,0.227789998,0.394630015,0.402969986,0.339910001,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.477005086,2.981216561,5.056568772,6.368444009,8.017724901,10.54709148,14.69606173,36.18733063,35.11353147,35.33288262
"Egypt, Arab Rep.",Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0.000975791,0.00638327,0.031319638,0.061466899,0.090480245,0.147987377,0.290445278,0.641265038,0.838945611,2.719999715,4.037885107,11.92,12.75,13.66,16.03,18.01,20,21.6,25.6,26.4,29.4,33.89460391,37.81938343,41.24806709,44.95020425,46.92433809,..
"Egypt, Arab Rep.","Government expenditure on education, total (% of GDP)",4.94343,4.54958,4.94112,..,4.28032,..,5.6083,5.22149,..,..,..,..,4.52522,4.60006,..,..,4.05067,4.1977,4.58376,4.604,4.67157,..,..,..,..,..,..,4.94563,4.67072,4.79443,4.00178,3.68461,3.76083,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.","Literacy rate, adult total (% of people ages 15 and above)",38.19676,..,..,..,..,..,..,..,..,..,44.42399,..,..,..,..,..,..,..,..,..,55.587,..,..,..,..,..,..,..,..,71.37363,66.36991,..,..,..,72.04785,..,73.86559,75.06073,..,..,..,71.16825,..,..
"Egypt, Arab Rep.","Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.627419,3.317637,4.407985,5.388915,6.426486,7.630196,8.577628,9.15908,10.25767,10.90353,12.03121,13.6596,15.64273,17.6257,18.59115,..
"Egypt, Arab Rep.","Life expectancy at birth, total (years)",55.465,56.222,56.958,57.659,58.332,58.995,59.671,60.372,61.091,61.806,62.487,63.11,63.662,64.143,64.572,64.978,65.392,65.831,66.298,66.779,67.249,67.68,68.051,68.357,68.602,68.796,68.961,69.116,69.271,69.434,69.608,69.788,69.971,70.159,70.349,70.543,70.736,70.928,71.117,71.302,71.482,71.656,71.825,..
"Egypt, Arab Rep.",Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.071255465,0.075316408,0.106801653,0.186695361,0.336299833,0.610276142,0.966576971,1.328023273,1.753995092,2.182970932,2.648361024,3.027287729,3.392745005,4.139230391,4.731924302,5.4269301,6.685146788,..
"Egypt, Arab Rep.",Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0,0,0,0,0,0.00505273,0.005657383,0.006605378,0.007125746,0.00783637,0.008374411,0.01148451,0.012064658,0.011820188,0.011586181,0.100748518,0.137138416,0.712389528,1.975692517,3.982457629,6.287609004,7.960786365,10.3044983,18.04681927,23.4164801,38.46715478,51.84416726,68.222556,85.37935061,98.69381667,112.006814,112.7825069,105.409341,101.7022519,103.540997,106.7559394,95.28659682,..
"Egypt, Arab Rep.","School enrollment, secondary (gross), gender parity index (GPI)",0.56345,0.57912,0.58152,0.59744,0.59958,0.6208,0.63569,0.6489,0.66116,0.67535,0.69301,0.70506,0.72367,0.73851,0.77644,0.80174,0.84795,0.85542,0.84599,0.88267,0.87962,0.87502,..,0.92313,0.9347,0.94327,..,0.94425,0.94786,..,..,..,..,0.99099,0.97303,0.98889,0.98464,0.97932,0.99558,..,0.98369,0.98297,0.98659,..
"Egypt, Arab Rep.","Hospital beds (per 1,000 people)",..,..,..,..,2.026299953,2.07220006,..,..,..,..,2.085700035,..,2.124700069,2.019900084,2.070899963,2.024199963,2.000400066,1.929299951,..,..,2.099999905,2.099999905,..,..,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.1,2.1,1.7,1.7,0.5,0.5,0.5,1.6,..,..,..,..,..
"Egypt, Arab Rep.","Physicians (per 1,000 people)",..,..,..,..,1.065,1.364,1.365,..,..,..,1.304,..,..,..,0.76,..,..,..,1.84,..,2.02,1.6,..,..,2.118,..,..,0.5285,..,2.401,..,2.604,..,2.804,2.83,..,..,..,1.138,0.8217,0.8214,0.7993,0.4521,..
"Egypt, Arab Rep.","Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64,63,60,57,54,52,50,47,45,45,45,42,42,40,39,39,38,37,..,..
"Egypt, Arab Rep.",Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.212599993,0.197559997,0.199100003,0.186509997,0.192469999,..,..,..,0.269939989,0.241410002,0.259030014,0.255100012,0.270240009,0.433120012,0.433450013,0.531539977,0.54102999,0.677980006,0.678680003,..,..,..,..,..
Estonia,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,535.496348,730.7303763,1255.768521,1613.812475,2194.675724,3120.707127,10786.67569,29131.21763,48893.43763,83332.45389
Estonia,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0.065484797,0.300711282,1.159750913,2.778968489,3.525111129,5.706276548,10.79603483,14.50089724,28.57695381,31.52748977,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.38992593,80.0043,84.24152803,88.4097035,87.24023275,88.10245687,89.35700777,..
Estonia,"Government expenditure on education, total (% of GDP)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.07305,6.10584,6.44819,6.2986,6.68736,5.34021,5.23648,5.46868,5.29463,4.91181,4.84486,..,4.66396,5.51751,5.95415,5.527,5.01738,4.71293,4.83838,5.39886,5.13904,5.17316,..,..,..
Estonia,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,99.72644,..,..,..,..,..,..,..,..,..,..,99.7672,..,..,..,..,..,..,..,..,..,..,99.88579,..,..,..,..,..,..,..,..
Estonia,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.66147,73.16638,80.19589,87.67446,89.49647,88.69281,88.67406,87.82545,83.58585,79.56051,76.7048,72.60532,70.01067,67.89137,68.14443,..
Estonia,"Life expectancy at birth, total (years)",69.29002439,69.14695122,69.02626829,68.93858537,68.90563415,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,78.09268293,78.24390244,..
Estonia,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.255559627,3.362907635,6.577274969,10.17017891,13.21877065,18.2901117,19.70912656,21.98835437,23.4725533,26.11536212,26.28181326,26.41458812,27.36399047,28.18624043,29.20411305,30.1247237,31.09671894,33.34797267,..
Estonia,Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036816497,0.164254251,0.48546397,0.945306854,2.125016748,4.902182071,10.22932269,17.56320799,27.56824566,39.81096581,46.79068497,63.71444358,76.49749546,92.09175947,106.6132211,122.9246689,125.1100204,121.2221275,117.543362,124.0753516,136.0294311,151.1345197,146.1207282,144.1604617,144.7205063,144.1630523,144.3413244,145.4384241,..
Estonia,"School enrollment, secondary (gross), gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.07616,1.06887,1.12849,1.1194,1.10897,..,1.05544,1.05765,1.06007,1.05214,1.04953,1.06386,1.04793,1.03601,1.04129,1.03537,1.03557,1.02316,1.0008,0.98684,0.98786,0.99015,0.99397,0.99549,1.00743,1.02261,..,..
Estonia,"Hospital beds (per 1,000 people)",..,..,..,..,12.1850996,..,..,..,..,12.27439976,12.26519966,12.13650036,12.02670002,11.93080044,11.61060047,11.28919983,9.681699753,9.622300148,8.561300278,8.350000382,7.900000095,7.710000038,7.579999924,7.53000021,7,6.6,6,5.7,5.7,5.4,5.6,5.5,5.6,5.3,5.2,5.3,5.5,5,..,5,..,..,..,..
Estonia,"Physicians (per 1,000 people)",..,..,..,..,2.938,..,..,..,..,3.35,3.408,3.484,..,..,3.5127,3.5654,3.2904,3.2202,3.2119,3.1996,3.1438,3.2156,3.0788,3.1386,3.1242,3.0502,3.0867,3.1153,3.1791,3.143,3.1762,3.2508,3.3348,3.2767,3.2422,3.2929,3.2822,3.3318,3.3564,3.4152,3.4546,3.4629,4.4833,..
Estonia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,27,25,20,18,18,16,17,14,14,11,13,12,10,11,10,11,9,..,..
Estonia,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.570739985,0.680630028,0.600090027,0.69946003,0.716489971,0.767769992,0.851930022,0.923640013,1.116659999,1.068840027,1.259520054,1.395409942,1.58141005,2.306550026,2.114259958,1.714679956,1.436360002,..,..,..,..,..
Finland,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1017.460722,1581.026348,2205.22053,2525.477241,3008.873733,3395.181084,7131.362911,22324.1145,33999.12066,57706.13773
Finland,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.40108767,1.397439332,1.88687977,2.568461349,4.915098554,13.90030389,16.78007526,19.4586828,25.45252493,32.29509229,37.24846174,43.10536335,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,86.53039275,86.42213333,87.70364996,87.46892907,88.88996,..
Finland,"Government expenditure on education, total (% of GDP)",5.22445,..,..,4.79335,4.82217,4.82994,4.77616,4.85175,4.69558,5.04196,5.09658,5.19813,5.06491,5.07036,5.33591,6.33289,6.51512,7.48367,6.85563,6.80942,6.86053,..,..,5.86961,5.71688,5.84797,6.02478,6.17477,6.1685,6.03606,5.9381,5.68609,5.84677,6.48518,6.54071,6.48201,7.19254,7.15848,7.15156,7.08008,6.89735,..,..,..
Finland,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.27459,37.78055,37.38268,37.15003,36.83116,36.46415,35.71627,36.32685,35.84291,33.74511,31.70354,32.53335,34.84244,..
Finland,"Life expectancy at birth, total (years)",71.81292683,72.3502439,72.89707317,73.15536585,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.73414634,..
Finland,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.674639752,2.576686715,5.246130811,9.395279556,15.26085571,22.32774861,27.07726077,30.52245496,30.41668413,29.3059382,29.06193356,29.7957083,30.42788521,31.62724201,32.19863878,31.56100156,31.1402214,31.02676267,31.45271337,..
Finland,Mobile cellular subscriptions (per 100 people),0,0,0,0,0.49040953,0.587923065,0.700709396,0.868458539,1.063989964,1.37723417,1.730103455,2.140154008,2.784873557,3.818095423,5.161339908,6.358419047,7.651669747,9.644999033,13.25391689,20.29937459,29.23903329,41.97749656,55.10944297,63.24342736,71.87081844,80.29238472,86.63830623,90.8177069,95.15143538,100.2105563,107.4374168,114.7659407,128.3967569,144.1337022,156.361179,165.8615394,172.1218076,136.2607929,139.205784,134.9395252,131.3291545,129.9132285,129.4685668,..
Finland,"School enrollment, secondary (gross), gender parity index (GPI)",1.135,1.11593,1.1127,1.1108,1.11969,1.11449,1.12128,1.1284,1.16706,1.17473,1.16822,1.16673,1.16832,1.159,1.18059,1.19452,1.21232,1.18249,1.16801,1.1515,1.17334,1.13649,1.09834,1.09039,1.09341,1.10428,1.1097,1.10383,1.04801,1.04568,1.04239,1.04556,1.04838,1.04877,1.04649,1.04522,1.04771,1.09597,1.09899,1.10157,1.10217,1.10041,..,..
Finland,"Hospital beds (per 1,000 people)",..,..,..,..,15.60000038,..,..,..,..,14,..,..,..,..,12.5,11.19999981,11,10,10,9.300000191,9.199999809,7.900000095,7.800000191,7.599999905,7.5,7.5,7.4,7.2,7.1,7.1,7,6.7,6.6,6.3,5.9,5.5,5.3,4.9,..,4.4,..,..,..,..
Finland,"Physicians (per 1,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.8922,2.982,3.055,3.1301,3.2071,2.2,2.3,2.4,2.4,2.7589,2.8541,2.8563,2.892,2.9215,2.9509,2.9913,3.0262,3.0351,3.0618,3.0861,3.2653,3.1221,3.2854,3.2966,3.3922,3.3309,3.8118,..,..,..
Finland,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,..,..
Finland,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.45310998,2.623209953,2.786550045,3.056030035,3.245690107,3.197949886,3.257400036,3.302139997,3.314939976,3.329760075,3.33762002,3.345769882,3.54708004,3.74883008,3.725980043,3.638809919,3.419480085,3.296829939,3.1738801,..,..,..,..,..
France,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,278.0515636,401.4062456,622.4660203,821.3496732,1188.969121,1898.471534,6688.017871,14831.36484,20421.44965,29396.27679
France,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.052777862,0.140113895,0.279049463,0.590619383,0.899867425,1.637947245,2.584033979,4.255003872,6.319778722,9.125317889,14.30792394,26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75,78.01,79.26981132,80.50245972,82.04318678,..
France,"Government expenditure on education, total (% of GDP)",4.42471,4.43521,4.34512,4.28116,4.30769,4.73072,4.85203,4.85234,4.86754,4.85157,4.70795,4.62344,4.54472,4.4564,4.51394,4.8413,4.73539,5.42959,5.62643,5.79073,5.75672,..,5.68792,5.67414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
